smiles,hERG,standardized_smiles
C2=C(\C(NCCCC(=O)N)=C/1C=C(F)C=CC1=O)C=CC(=C2)Cl,1502,NC(=O)CCCNC(=C1C=C(F)C=CC1=O)c1ccc(Cl)cc1
C1=CC=CC=C1CC(N2CCCC2)CCC,1503,CCCC(Cc1ccccc1)N1CCCC1
C(C1OC(C(C)C)(C(C)C)OC1)O,1504,CC(C)C1(C(C)C)OCC(CO)O1
C1=CC(=CC=C1OC(CN(CC)CC)=O)NC(C)=O,1505,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1
[CH2-][CH-]C,1506,[CH2-][CH-]C
C1=CC=CC2=C1N(C(C3=C(N2)N=CC=C3)=O)CC(N(C)C)C,1507,CC(CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C
C1=CC(=CC=C1C(CCCN3CCC(N2CCCCC2)(CC3)C(CC)=O)=O)F,1509,CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
C1=CC=CC3=C1C(C2=C(C=CC=C2)S3)=CCCN(C)C,1510,CN(C)CCC=C1c2ccccc2Sc2ccccc21
C(C1(C(NC(=O)NC1=O)=O)CC=C)C(C)O,1511,C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O
Oc5ccc4CC2C1CCOCC1(CCN2CC3CC3)c4c5,1512,Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1CCOC3
C1=NC2=C([N]1CC(C)O)C(N(C)C(N2C)=O)=O,1513,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
C1=CC=C(C2=C1[NH]C=C2CCN(C)C)O[P](O)(O)=O,1514,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12
C2=C(C1=CC=NC=C1)OC3=C2C=CC=C3,1515,c1ccc2oc(-c3ccncc3)cc2c1
C1=C(C(=C(C(=N1)C)O)CO)CSSCC2=CN=C(C(=C2CO)O)C,1516,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O
C1=CC=CC3=C1C(=NC2=CC=CC=C2S3)N4CCN(CCOCCO)CC4,1517,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
[C@@]45(C1=C(C=CC(=C1)OC(N3CC2=CC=CC=C2CC3)=O)N([C@H]4N(C)CC5)C)C,1518,CN1CCC2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)C12
C1=CC=C(C2=C1CC3C(C2)CC(N[S](N(CC)CC)(=O)=O)CN3CCC)O,1519,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21
C1=CC=CC=C1CC2(C3(C(C)(C)C(C2)CC3)C)OCCN(C)C,1520,CN(C)CCOC1(Cc2ccccc2)CC2CCC1(C)C2(C)C
[C@@H]1(C2=C(CC1)C=CC=C2)NCC#C,1521,C#CCNC1CCc2ccccc21
C1=CC(=CC3=C1N(C2=NC(=O)CO2)CCN=C3C4=CC=CC=C4Cl)Cl,1522,O=C1COC(N2CCN=C(c3ccccc3Cl)c3cc(Cl)ccc32)=N1
C1=CC=CC=C1C(CC2=CC=CC=C2)(NC(CN)=O)C,1523,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1
C1=CC=CC=C1N(C2(CCN(CCC(OC)=O)CC2)C(OC)=O)C(CC)=O,1524,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1
CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1525,CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
C1=CC(=CC(=C1NC(OCC)=O)N)NCC2=CC=C(C=C2)F,1526,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
C3(NC(N1C2=C(C(C)(C)C1)C=CC=C2)=O)C[C@@H]4N(C)[C@H](C3)CC4,1527,CN1C2CCC1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2
C2=C([N]1C(=NC(=N1)C(N(C)C)=O)CNC(CN)=O)C(=CC(=C2)Cl)C(C3=C(C=CC=C3)Cl)=O,1528,CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1
CC4CN(CCCn2c1ccccc1c3ccccc23)CC(C)N4,1529,CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1
[C@H]12[C@@]([C@](C(CC)=O)(C)[C@@H](C1)C)(C[C@H](O)[C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)C,1530,CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
C1=CC=CC=C1C2=NCC(NC3=C2[N](N=C3C)CC)=O,1531,CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2
[C@H](C1=CC(=CC=C1)OC(N(CC)C)=O)(N(C)C)C,1532,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1
[C@@H]3(N(C1CCC1)C2CCC2)CC4=C(OC3)C(=CC=C4C(=O)N)F,1533,NC(=O)c1ccc(F)c2c1CC(N(C1CCC1)C1CCC1)CO2
C1=NC2=C([N]1COC(COC(C)C)COC(C)C)N=C(N)N=C2,1534,CC(C)OCC(COC(C)C)OCn1cnc2cnc(N)nc21
C3=C(C2CN1C(CCN=C1C2)=O)C=CC=C3,1535,O=C1CCN=C2CC(c3ccccc3)CN12
[C@H]23[C@@]([C@@]1(O[C@@H](O[C@@H]1C2)CCC)C(=O)CO)(C[C@H](O)[C@@]4(F)[C@H]3C[C@H](F)C5=CC(=O)CC[C@]45C)C,1536,CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
C3=C(C2C(NC(=O)C1NC(CC1)=O)C2)C=CC=C3,1537,O=C1CCC(C(=O)NC2CC2c2ccccc2)N1
C1=C(C(=CC=C1C2CNC(C2)=O)OC)OC3CCCC3,1538,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
[C@@H]25C(=C[C@@H](CN1CC(NC(C1)=O)=O)CN2C)C3=CC=CC4=C3C(=C[NH]4)C5,1539,CN1CC(CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)CC21
C1=C(C(=C(C=C1)Br)NC2=NCCN2)F,1540,Fc1cccc(Br)c1NC1=NCCN1
C1=CC(=CC=C1C(CCCN3CCC2(C(N(C)C(C2)=O)=O)CC3)=O)F,1542,CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O
CON=C(C#N)C1CN2CCC1CC2,1543,CON=C(C#N)C1CN2CCC1CC2
[C@@H]2(OC1=C(C=CC=C1)CO)O[C@@H]([C@@H](O)[C@@H]([C@H]2O)O)CO,1544,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O
C(C1=CC=CC=C1O)(=O)N,1545,NC(=O)c1ccccc1O
C1=CC=CC(=C1OC(C2=C(C=CC=C2)O)=O)C(O)=O,1546,O=C(Oc1ccccc1C(=O)O)c1ccccc1O
C1=CC=CC=C1C2(C(N(CC)C)=O)CCN(CCCCCC)CC2,1547,CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1
C3=C(C1=C([N]2C(=N1)C=CC=C2)CN(C(CCC)=O)C)C=CC(=C3)Cl,1548,CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12
N#Cc5ccc4Oc1ccccc1C2=C(CCN(CC2)CC3CCCC3)c4c5,1549,N#Cc1ccc2c(c1)C1=C(CCN(CC3CCCC3)CC1)c1ccccc1O2
[C@@H](CC1=CC=CC=C1)(N(CC#C)C)C,1550,C#CCN(C)C(C)Cc1ccccc1
[C@@]125C3=C4C[C@H]([C@@]1(CCC([C@@H]2OC3=C(C=C4)O)=O)O)N(CCOC)CC5,1551,COCCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
C2=C(C1=C(C=CC(=C1)Cl)[N]2C3=CC=C(C=C3)F)C5CCN(CCN4C(NCC4)=O)CC5,1552,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1
C1=CC=CC3=C1C4=C(C2=C(C=CC=C2)C3)CN(C)CC4,1553,CN1CCC2=C(C1)c1ccccc1Cc1ccccc12
C1=CC=NC2=C1C(C3=C2N=CC=C3)(CC4=CC=NC=C4)CC5=CN=CC=C5.O,1554,c1cncc(CC2(Cc3ccncc3)c3cccnc3-c3ncccc32)c1
C1=CC(=CC=C1C2(C(CC(C)C)N(C)C)CCC2)Cl,1555,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
C1=CC=CC(=C1N2CCN(C)CC2)CC3=CC=CC=C3,1556,CN1CCN(c2ccccc2Cc2ccccc2)CC1
[C@H]12[C@@H](OC(C(CC)(C)C)=O)C[C@@H](C)C=C1C=C[C@@H]([C@@H]2CC[C@@H]3C[C@H](CC(O3)=O)O)C,1557,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
C1=CC=C(C(=C1C)C(NC2=NOC(=C2)C)=O)C,1558,Cc1cc(NC(=O)c2c(C)cccc2C)no1
C1=CC=CC=C1N2C4(C(NC2)=O)CCN(CCCC(C3=CC=C(F)C=C3)=O)CC4,1559,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
[C@]24(C[C@@H]([C@@H](N(C(CC1=CC(=C(Cl)C=C1)Cl)=O)C)CC2)N3CCCC3)CCCO4,1560,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCC2(CCCO2)CC1N1CCCC1
C4=C(N1C3(C(NC1)=O)CCN(CCCOC2=CC=C(C=C2)F)CC3)C=CC=C4,1561,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2
C1=CC=CC=C1N2C4(C(NC2)=O)CCN(CC\C=C(C3=CC=C(F)C=C3)\C)CC4,1562,CC(=CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
C1=CC=CC2=C1C4(C3=C(OC2)C=CC=C3)OC(CN(C)C)CO4,1563,CN(C)CC1COC2(O1)c1ccccc1COc1ccccc12
C(C1=NC2=C([N]1C)C(N(C)C(N2C)=O)=O)CCN3CCN(C(N(CC)CC)=O)CC3,1564,CCN(CC)C(=O)N1CCN(CCCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1
C1=C2C(=CC=C1\C=C\C(C(C)(C)C)O)OCO2,1565,CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2
C3=C(N2C(C(C1=CC=CC=C1)CC2=O)=O)C(=CC(=C3)[S](N)(=O)=O)Cl,1566,NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1
C([S](C(C)(C)[S](=O)(=O)CC)(=O)=O)C,1568,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC
C1=C(C(=CC=C1[S](N)(=O)=O)OC)C(NCC2N(CCC2)C)=O,1569,COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1C
C1=CC(=CC=C1N2[S](CCCC2)(=O)=O)[S](N)(=O)=O,1570,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1
C1=C([S](CC)(=O)=O)C=CC(=C1C(NCC2N(CCC2)CC)=O)OC,1571,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC
[C@H](C(=O)OC1=CC=C(C=C1)NC(=O)C)(NC(=O)C)CCSC,1572,CSCCC(NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1
O=C1CCC(=O)N1CC1CCC2CN(CCN2C1)c1ncccn1,1573,O=C1CCC(=O)N1CC1CCC2CN(c3ncccn3)CCN2C1
C4=C(N2C(C1=C(SCCS1)C2=O)OC(N3CCN(C(CC)=O)CC3)=O)N=C5C(=C4)C=CC(=N5)Cl,1574,CCC(=O)N1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1
C4=C(N2C(C1=C(SCCS1)C2=O)OC(N3CCN(C)CC3)=O)N=C5C(=C4)C=CC(=N5)Cl,1575,CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1
C1=C(C=CC=C1C2=NN(C)C(N2C)=S)F,1576,Cn1nc(-c2cccc(F)c2)n(C)c1=S
O=C3C1C(C2CCC1C2)C(=O)N3C4C(NC(=O)CC4)=O,1577,O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1
C1=CC=CC3=C1C(C2=CC=CC=C2)(OC3(C)C)CCCNC,1578,CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21
C1=CC=CC3=C1C(C2=CC=CC=C2)(SC3(C)C)CCCNC,1579,CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21
C1=CC=CC2=C1C(N(CC[S](NC(C)C)(=O)=O)C2=O)=O,1580,CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O
C1=NC5=C([N]1CCN4CCC(C2=C[NH]C3=C2C=CC=C3)CC4)C(N(C)C(N5C)=O)=O,1581,Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O
CNC2CCC(c1ccccc1)c3ccccc23,1582,CNC1CCC(c2ccccc2)c2ccccc21
C4=C(C(N2CCN(CC(C1=CC=C(C(=C1)OC)OC)O)CC2)C3=CC=CC=C3)C=CC=C4,1584,COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC
CN(C)CCCN2c1ccccc1C(=Nc3cccnc23)c4ccccc4,1585,CN(C)CCCN1c2ccccc2C(c2ccccc2)=Nc2cccnc21
C1=CC=CC2=C1C3=C([N]2CC)C(SCC3)(CCN(C)C)C,1586,CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C
[C@H]13[C@H]([C@H]2C[C@@H]1CC2)C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5.C(C(O)(C(=O)O)CC(=O)O)C(=O)O,1587,O=C1C2C3CCC(C3)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1
C2=C(C1=NOC(=N1)C)N=C3[N]2C4=C(C(=N3)OC)CCCC4,1588,COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2
C3=C(CN2C1=NC(=NC(=C1CCC2=O)C)C)C=CC(=C3)C4=CC=CC=C4C5=N[NH]N=N5,1589,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2
C(SC1=NSN=C1C2=CCCN(C2)C)CCCCC,1590,CCCCCCSc1nsnc1C1=CCCN(C)C1
[C@@H]2(C3=C([C@H](C1=CC=C(C=C1)F)C2)C=CC(=C3)C(F)(F)F)N4CCN(CCO)CC4,1591,OCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1
C1=C(C(F)(F)F)C=CC3=C1C(C2=C(C=C(F)C=C2)S3)CCCN4CCN(CCO)CC4,1592,OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1
C2=C(C1C(NCCN1)=O)SC=C2,1593,O=C1NCCNC1c1cccs1
C3=C(C1=CCN(CCC)CC1)C2=CC(=CC=C2[NH]3)Cl,1594,CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1
[C@@H]34C1=CC=CC2=C1C(=C[NH]2)C[C@H]3N(C[C@H](C4)NC(N(CC)CC)=O)C,1595,CCN(CC)C(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1
C(C1(C(CCC)CC)C(NC(=O)NC1=O)=O)C,1596,CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O
C1=CC=CC2=C1CC3(CC2)NC(=O)NC3=O,1598,O=C1NC(=O)C2(CCc3ccccc3C2)N1
C1=CC=CC3=C1C(N(C2C(NC(=O)CC2)=O)C3=O)=O,1599,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
C1=CC(=C4C2=C1CC5C3C2(C(C(=CC3)OC(C)=O)O4)CCN5C)OC,1600,COc1ccc2c3c1OC1C(OC(C)=O)=CCC4C(C2)N(C)CCC314
C(C2(C1CCCC=C1)C(NC(=S)NC2=O)=O)C=C,1601,C=CCC1(C2C=CCCC2)C(=O)NC(=S)NC1=O
C(C1(C(NC(=S)NC1=O)=O)C(CCC)C)C=C,1602,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
C1=CC=CC2=C1N(C(CC(S2)C3=CC=CC=C3)=O)CCN(C)C,1603,CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21
C1=C(Cl)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCN(CCOC(C)=O)CC4,1604,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
C1=CC=CC2=C1N(C3=C(S2)C=CC(=C3)[S](N(C)C)(=O)=O)CCCN4CCN(CC4)C,1605,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
C1=CC=CC=C1C2OC(=NC2=O)N(C)C,1606,CN(C)C1=NC(=O)C(c2ccccc2)O1
[C@@H]3(CN(CCC=C(C1=C(C=CS1)C)C2=C(C=CS2)C)CCC3)C(O)=O,1607,Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C
C1=CC(=CC2=C1C(C3=C(N(C)[S]2(=O)=O)C=CC=C3)NCCCCCCC(O)=O)Cl,1608,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O
C1=C4C(=C2C(=C1)SC=C2C)C3=C(CCN(C3)C)[NH]4,1609,Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4
C2=C(OCC1OC(NCC1)=S)C=CC=C2,1610,S=C1NCCC(COc2ccccc2)O1
[H+].C2=C(C1(C(N(C)C)C=CCC1)C(OCC)=O)C=CC=C2.[Cl-],1611,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C
C1=C(F)C=CC2=C1N4C(CN=C2C3=CC=CS3)CN(C)CC4,1612,CN1CCN2c3cc(F)ccc3C(c3cccs3)=NCC2C1
C1=CC=CC4=C1N(C3CCN(CCCC(C2=CC=C(F)C=C2)=O)CC3)C(N4)=S,1613,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1
C2=C(N1C(SCC1)=N)C(=CC(=C2)Cl)N,1614,N=C1SCCN1c1ccc(Cl)cc1N
[C@H]12[C@@](C(OC(=O)C)([C@H](C1)C)C(SC)=O)(C[C@H](O)C3(F)[C@H]2CCC4=CC(=O)C=C[C@]34C)C,1615,CSC(=O)C1(OC(C)=O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
C1=C([N](CC[S](CC)(=O)=O)C(=N1)C)[N+](=O)[O-],1616,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
C5=C2C1=C([NH]C=C1CC4C2=CC(CSC3=NC=CC=C3)CN4C)C=C5,1617,CN1CC(CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)CC21
C4=C(N3CCN(CCCCN2C(C1=C(C=CC=C1)NC2=O)=O)CC3)C(=CC=C4)SCCC,1618,CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1
C2=C1C(=NSC1=CC=C2)N5CCN(CCCCN3C(CC4(CC3=O)CCCC4)=O)CC5,1619,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1
[C@]23([C@H]([C@H]1[C@]([C@@](SCC)(SC)CC1)(C)C[C@@H]2O)CCC4=CC(=O)C=C[C@]34C)F,1620,CCSC1(SC)CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
C1=C(OC)C(=CC2=C1[S](OC(C2)C(NC(CC(N(C)C)(C)C)C)=O)(=O)=O)OC,1621,COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2
C1=CC=CC=C1CC(C)NCCC3C2=C(C=CC=C2)SC4=C3C=CC=C4,1622,CC(Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21
[C@H]34[C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)[C@@H](O)C[C@@]3([C@](C(CS)=O)(O)CC4)C,1623,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CS
[C@@H]23[C@H]([C@H]1[C@]([C@](C(CSC(C(C)(C)C)=O)=O)(O)CC1)(C)C[C@@H]2O)CCC4=CC(=O)CC[C@]34C,1624,CC(C)(C)C(=O)SCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
C2=C(C(C1=CC=CC=C1)OCCNC)C(=CC=C2)C,1625,CNCCOC(c1ccccc1)c1ccccc1C
C1=C(OC)C(=CC2=C1C(=NN=C(C2CC)C)C3=CC=C(C(=C3)OC)OC)OC,1626,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21
C1=CC=CC(=C1OCC(COC(C(Cl)(Cl)Cl)O)OC(C(Cl)(Cl)Cl)O)C,1627,Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl
C1=C(C=CC=C1N3CCN(CCC2=N[NH]C(=C2)C)CC3)C,1628,Cc1cccc(N2CCN(CCc3cc(C)[nH]n3)CC2)c1
C1=C(C)C=CC2=C1C3N(CC2)CCC(C3)(CC)O,1629,CCC1(O)CCN2CCc3ccc(C)cc3C2C1
C1=C(Cl)C=CC2=C1C(=NCC(N2CC[S](C3=CC=C(C)C=C3)(=O)=O)=O)C4=CC=CC=C4Cl,1630,Cc1ccc(S(=O)(=O)CCN2C(=O)CN=C(c3ccccc3Cl)c3cc(Cl)ccc32)cc1
[C@]1([C@]2(C3=C(C[C@@H]1N(CC2)C)C=CC(=C3)O)C)(CCC(=O)CCCCC)C,1631,CCCCCC(=O)CCC1(C)C2Cc3ccc(O)cc3C1(C)CCN2C
[C@@]23([C@H]([C@H]1[C@H](OC(O1)(C)C)CO2)OC(O3)(C)C)CO[S](N)(=O)=O,1632,CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1
C1=N[N](C2=C1C(=C(C(=N2)C)C(OCC)=O)NCCCC)CC,1633,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC
[C@]12(OC(O[C@@H]1CC3C2(C[C@H](Cl)[C@@]4(Cl)C3C[C@H](F)C5=CC(=O)C=CC45C)C)(C)C)C(=O)CF,1634,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CF)O1
[C@H]1([C@](O)(CCCC1)C2=CC(=CC=C2)OC)CN(C)C.[H+].[Cl-],1635,COc1cccc(C2(O)CCCCC2CN(C)C)c1
C1=CC=CC2=C1CC(N(C)C)C(O2)C,1636,CC1Oc2ccccc2CC1N(C)C
[H+].C4=C(C2(N(C1=C(F)C=CC=C1)C(=O)CC)CCN(CC2)CCN3N=NN(C3=O)CC)C=CC=C4.[Cl-],1637,CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1
[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(COC(C(CNC(C6=CC=CC=C6)=O)C)=O)=O,1638,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(COC(C6=CC7=C(O6)C=CC=C7)=O)=O,1639,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)COC(=O)c2cc3ccccc3o2)O1
BrCC(O)(Br)Br,1640,OC(Br)(Br)CBr
C1=C(C(=C(C=C1C(NCC(N(CC)CC)=O)=O)OC)OC)OC,1641,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1
C3=C(C2(C1=CC=CC=C1)C(N(C(C(Cl)(Cl)Cl)O)CN2)=O)C=CC=C3,1642,O=C1N(C(O)C(Cl)(Cl)Cl)CNC1(c1ccccc1)c1ccccc1
O=[P](O)(OCC(Cl)(Cl)Cl)O,1643,O=P(O)(O)OCC(Cl)(Cl)Cl
[C@H]23C([C@@]1(OC(O[C@@H]1C2)(C)C)C(=O)CCl)(C[C@H](Cl)[C@@]4(Cl)C3C[C@H](F)C5=CC(=O)C=CC45C)C,1644,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CCl)O1
C3=C2N(CC1=CC=CC=C1)C(=O)\C(NNC2=CC=C3)=C(\N)N=O,1646,NC(N=O)=C1NNc2ccccc2N(Cc2ccccc2)C1=O
C2=C(C(N1CCCCCCC1)=O)C=C(OC)C(=C2OC)OC,1647,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC
N[C@@H](CC1=C[NH]C2=CC=CC=C12)C(=O)O,1648,NC(Cc1c[nH]c2ccccc12)C(=O)O
C1=C(Cl)C=CC2=C1C(=NCC(=N2)NOCC=C)C3=CC=CC=C3Cl,1649,C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1
C4=C(N3CCN(CCCCN1C(C2C(C(C1=O)C(=O)N(C2=O)CCCC)(C)C)=O)CC3)C(=CC=C4)OC,1650,CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)C(C1=O)C2(C)C
NC(=O)OCC,1651,CCOC(N)=O
[C@@H](N)(C(OCCOC[N]1C2=C(N=C1)C(=O)N=C(N2)N)=O)C(C)C,1652,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21
C(C(C(N)=O)(CCC)CCC)CC,1653,CCCC(CCC)(CCC)C(N)=O
[C@@H](N)(C(OCC(OC[N]1C2=C(N=C1)C(=O)N=C(N2)N)CO)=O)C(C)C,1654,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21
C(C(C(OCOC(C(C)(C)C)=O)=O)CCC)CC,1655,CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C
[C@@]13([C@@H]2C(=C[C@@H]1OC(CC(C)C)=O)C(=CO[C@H]2OC(CC(C)C)=O)COC(C)=O)CO3,1656,CC(=O)OCC1=COC(OC(=O)CC(C)C)C2C1=CC(OC(=O)CC(C)C)C21CO1
C1=CC=CC2=C1C(=C3C(=N2)CCCC3O)N,1657,Nc1c2c(nc3ccccc13)CCCC2O
C1=CC(=CC=C1C(C2(CCCCC2)O)CN(C)C)OC,1658,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
C1=C([S](N)(=O)=O)C=C(C(=C1C(NCC2N(CCC2)CC=C)=O)OC)OC,1659,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC
C(C(C=C)N)CC(O)=O,1660,C=CC(N)CCC(=O)O
C1=CC=CC(=C1OCC2CNCCO2)OCC,1661,CCOc1ccccc1OCC1CNCCO1
